Port,Value,Time Stamp
PTN003,1328.65,11.3023901
PTN003,1321.58,11.32460237
PTN003,1326.75,11.34688187
PTN003,1324.86,11.36874247
PTN003,1318.54,11.39046359
PTN003,1318.16,11.41238213
PTN003,1322.08,11.4346385
PTN003,1317.53,11.45657611
PTN003,1318.04,11.47855496
PTN003,1322.21,11.50072074
PTN003,1318.67,11.52348232
PTN003,1320.31,11.54561758
PTN003,1319.81,11.56739068
PTN003,1316.14,11.58962369
PTN003,1319.18,11.61205029
PTN003,1322.96,11.63453436
PTN003,1315.89,11.65618491
PTN003,1317.66,11.67834401
PTN003,1320.44,11.70036149
PTN003,1316.65,11.72240782
PTN003,1314.88,11.74457979
PTN003,1318.8,11.76650167
PTN003,1314.88,11.78864574
PTN003,1318.42,11.81122112
PTN003,1323.98,11.83401966
PTN003,1320.69,11.856215
PTN003,1319.55,11.87863302
PTN003,1324.99,11.90070605
PTN003,1311.34,11.92174888
PTN003,1306.29,11.9430306
PTN003,1307.3,11.96447849
PTN003,1312.86,11.98696256
PTN003,1309.32,12.00885439
PTN003,1312.86,12.03118086
PTN003,1315.64,12.053442
PTN003,1312.48,12.07531214
PTN003,1309.7,12.09670496
PTN003,1309.58,12.11859632
PTN003,1302.0,12.14016247
PTN003,1303.51,12.1621139
PTN003,1311.09,12.18416953
PTN003,1305.03,12.20598412
PTN003,1303.39,12.22785974
PTN003,1311.72,12.25000262
PTN003,1309.7,12.2722373
PTN003,1307.55,12.2942462
PTN003,1313.36,12.31684303
PTN003,1310.08,12.33889341
PTN003,1311.85,12.36102629
PTN003,1313.36,12.38342786
PTN003,1315.51,12.40677547
PTN003,1316.02,12.42923474
PTN003,1320.94,12.45166302
PTN003,1314.12,12.47415924
PTN003,1317.66,12.49652076
PTN003,1320.69,12.51906633
PTN003,1322.71,12.54187775
PTN003,1321.32,12.56390953
PTN003,1323.22,12.58630562
PTN003,1318.54,12.60839701
PTN003,1318.67,12.63032842
PTN003,1317.53,12.65203476
PTN003,1315.51,12.67435718
PTN003,1318.29,12.69677663
PTN003,1320.56,12.71951842
PTN003,1321.58,12.74240041
PTN003,1328.27,12.76527786
PTN003,1327.89,12.78802204
PTN003,1325.24,12.81055355
PTN003,1328.78,12.83321524
PTN003,1324.23,12.85520577
PTN003,1318.16,12.8770864
PTN003,1325.49,12.89968848
PTN003,1324.86,12.92224741
PTN003,1318.54,12.94405413
PTN003,1318.92,12.96567631
PTN003,1313.62,12.98719096
PTN003,1309.45,13.00887871
PTN003,1311.09,13.03045082
PTN003,1308.94,13.05171061
PTN003,1307.05,13.07364082
PTN003,1306.29,13.09539914
PTN003,1309.95,13.11780262
PTN003,1314.12,13.14085412
PTN003,1317.03,13.16325116
PTN003,1320.44,13.18645668
PTN003,1316.4,13.20879126
PTN003,1314.25,13.23178673
PTN003,1319.3,13.25412965
PTN003,1316.4,13.27641058
PTN003,1320.69,13.29852772
PTN003,1318.16,13.32083392
PTN003,1317.03,13.34295177
PTN003,1317.15,13.36453128
PTN003,1314.12,13.38591933
PTN003,1305.15,13.4072082
PTN003,1303.26,13.42848635
PTN003,1306.04,13.44982576
PTN003,1303.01,13.47125912
PTN003,1300.86,13.49269676
PTN003,1302.0,13.51434422
PTN003,1306.92,13.53702116
PTN003,1308.06,13.56046629
PTN003,1325.36,13.58419561
PTN003,1325.87,13.60797668
PTN003,1328.65,13.63109517
PTN003,1328.4,13.65305257
PTN003,1320.44,13.67547989
PTN003,1331.81,13.69863129
PTN003,1326.25,13.72108459
PTN003,1324.23,13.74354863
PTN003,1327.01,13.76610851
PTN003,1329.91,13.78883338
PTN003,1327.26,13.8111856
PTN003,1326.88,13.83329439
PTN003,1322.84,13.85527158
PTN003,1318.92,13.87688661
PTN003,1320.19,13.89881921
PTN003,1317.66,13.9206965
PTN003,1316.27,13.94267559
PTN003,1318.16,13.96437454
PTN003,1317.15,13.98597336
PTN003,1309.2,14.0079596
PTN003,1314.63,14.0303607
PTN003,1320.44,14.05289483
PTN003,1315.51,14.07497025
PTN003,1321.83,14.09759378
PTN003,1320.94,14.11996818
PTN003,1318.8,14.1424706
PTN003,1324.99,14.16501427
PTN003,1325.36,14.18781281
PTN003,1324.48,14.21043253
PTN003,1326.25,14.23240352
PTN003,1320.94,14.25439119
PTN003,1319.3,14.27657461
PTN003,1322.21,14.29892826
PTN003,1322.46,14.32104754
PTN003,1314.88,14.34323192
PTN003,1320.82,14.36536574
PTN003,1320.44,14.38743639
PTN003,1316.4,14.40944123
PTN003,1318.04,14.43170881
PTN003,1320.06,14.45389533
PTN003,1318.8,14.47603607
PTN003,1317.15,14.49767733
PTN003,1317.53,14.52008915
PTN003,1316.14,14.54218173
PTN003,1315.89,14.56405735
PTN003,1319.93,14.58643627
PTN003,1315.13,14.60843921
PTN003,1318.42,14.63054204
PTN003,1318.04,14.65269232
PTN003,1315.76,14.67488408
PTN003,1318.67,14.6969707
PTN003,1321.45,14.71928167
PTN003,1314.0,14.74101543
PTN003,1315.64,14.76315784
PTN003,1319.3,14.78568721
PTN003,1316.14,14.80785227
PTN003,1315.89,14.82994509
PTN003,1318.42,14.85211611
PTN003,1315.64,14.87463832
PTN003,1319.81,14.89661121
PTN003,1317.91,14.91873169
PTN003,1314.88,14.94086051
PTN003,1316.65,14.96308398
PTN003,1319.55,14.98502731
PTN003,1314.75,15.00732374
PTN003,1320.44,15.03017807
PTN003,1324.86,15.05292106
PTN003,1320.44,15.07520199
PTN003,1318.8,15.09699965
PTN003,1321.45,15.11947942
PTN003,1318.92,15.14190292
PTN003,1321.83,15.16395617
PTN003,1319.93,15.18633366
PTN003,1323.47,15.20918775
PTN003,1326.25,15.23184419
PTN003,1323.98,15.25478244
PTN003,1327.26,15.27705717
PTN003,1328.27,15.29978108
PTN003,1321.58,15.32204866
PTN003,1322.08,15.34446287
PTN003,1325.49,15.36648989
PTN003,1321.7,15.38885307
PTN003,1328.02,15.41162729
PTN003,1330.54,15.43369293
PTN003,1320.94,15.45521665
PTN003,1315.13,15.47673798
PTN003,1318.16,15.49835157
PTN003,1315.26,15.51986814
